"WinLoss","TeamID","TeamName","Description","PowerFive","GP","PF","PA","FGPct","FGM","FGA","FG3Pct","FGM3","FGA3","FTPct","FTM","FTA","Reb","OReb","DReb","Ast","TO","Stl","Blk","DII","HAS","LEF","MAS","MOR","POM","SAG","WIL","OppTeamID","OppTeamName","OppDescription","OppPowerFive","OppGP","OppPF","OppPA","OppFGPct","OppFGM","OppFGA","OppFG3Pct","OppFGM3","OppFGA3","OppFTPct","OppFTM","OppFTA","OppReb","OppOReb","OppDReb","OppAst","OppTO","OppStl","OppBlk","OppDII","OppHAS","OppLEF","OppMAS","OppMOR","OppPOM","OppSAG","OppWIL"
1,1101,"Abilene Chr","Southland Conference",0,17,74.5294117647059,60.4117647058824,45.3907815631263,26.6470588235294,58.7058823529412,35.3424657534247,7.58823529411765,21.4705882352941,67.0520231213873,13.6470588235294,20.3529411764706,31.5882352941176,9.58823529411765,22,17.5294117647059,13.1176470588235,9.35294117647059,3.17647058823529,105,68,135,128,103,91,110,159,1358,"Sam Houston St","Southland Conference",0,19,74.7368421052632,73.5789473684211,42.7700348432056,25.8421052631579,60.4210526315789,35.8050847457627,8.89473684210526,24.8421052631579,70.7894736842105,14.1578947368421,20,31.6315789473684,9.21052631578947,22.4210526315789,14.2631578947368,14.4210526315789,7.10526315789474,2.94736842105263,149,153,185,151,118,172,163,172
1,1101,"Abilene Chr","Southland Conference",0,19,75.5263157894737,62.2631578947368,45.6580125335721,26.8421052631579,58.7894736842105,37.1007371007371,7.94736842105263,21.4210526315789,67.6923076923077,13.8947368421053,20.5263157894737,31.3684210526316,9.31578947368421,22.0526315789474,18,13.0526315789474,9.1578947368421,3.05263157894737,106,65,132,127,98,94,105,157,1372,"SF Austin","Southland Conference",0,16,79.6875,72.1875,51.7582417582418,29.4375,56.875,34.4186046511628,4.625,13.4375,68.1578947368421,16.1875,23.75,31.5625,9.9375,21.625,15.4375,16.125,9.1875,3.4375,176,123,128,169,188,164,153,126
1,1101,"Abilene Chr","Southland Conference",0,19,75.5263157894737,62.2631578947368,45.6580125335721,26.8421052631579,58.7894736842105,37.1007371007371,7.94736842105263,21.4210526315789,67.6923076923077,13.8947368421053,20.5263157894737,31.3684210526316,9.31578947368421,22.0526315789474,18,13.0526315789474,9.1578947368421,3.05263157894737,106,65,132,127,98,94,105,157,1230,"Incarnate Word","Southland Conference",0,16,65.1875,71.5625,43.1818181818182,22.5625,52.25,39.5770392749245,8.1875,20.6875,69.8529411764706,11.875,17,26.5,5.75,20.75,11.875,13.5,5.1875,1.4375,343,289,329,330,318,325,328,337
1,1101,"Abilene Chr","Southland Conference",0,21,75.3809523809524,62.0952380952381,45.6910569105691,26.7619047619048,58.5714285714286,36.8653421633554,7.95238095238095,21.5714285714286,67.906976744186,13.9047619047619,20.4761904761905,31.5714285714286,9.38095238095238,22.1904761904762,17.952380952381,13.4761904761905,9.14285714285714,3.04761904761905,138,87,144,135,117,100,119,165,1249,"Lamar","Southland Conference",0,25,65.6,72.48,40.7330567081604,23.56,57.84,30.3482587064677,4.88,16.08,73.5930735930736,13.6,18.48,32.24,8.76,23.48,12.12,13.4,7.24,4.04,331,322,305,330,318,321,318,318
1,1101,"Abilene Chr","Southland Conference",0,21,75.3809523809524,62.0952380952381,45.6910569105691,26.7619047619048,58.5714285714286,36.8653421633554,7.95238095238095,21.5714285714286,67.906976744186,13.9047619047619,20.4761904761905,31.5714285714286,9.38095238095238,22.1904761904762,17.952380952381,13.4761904761905,9.14285714285714,3.04761904761905,138,87,144,135,117,100,119,165,1311,"Nicholls St","Southland Conference",0,22,78.2727272727273,73.4545454545455,45.5060155697098,29.2272727272727,64.2272727272727,33.2075471698113,8,24.0909090909091,67.3575129533679,11.8181818181818,17.5454545454545,34.9545454545455,9.45454545454546,25.5,13.4545454545455,12.8636363636364,8.68181818181818,3.18181818181818,197,229,191,196,210,199,210,180
0,1101,"Abilene Chr","Southland Conference",0,4,72.25,56.25,45.3703703703704,24.5,54,46.4788732394366,8.25,17.75,61.2244897959184,15,24.5,29,7.75,21.25,14,14.5,9.75,1.5,114,130,135,114,83,128,131,159,1403,"Texas Tech","Big 12 Conference",1,5,79.8,52,48.3985765124555,27.2,56.2,41.304347826087,7.6,18.4,68.4615384615385,17.8,26,35.2,9.8,25.4,16.2,12.8,8.6,4.2,35,4,18,20,24,7,20,55
0,1101,"Abilene Chr","Southland Conference",0,5,66.6,55.2,43.6781609195402,22.8,52.2,43.8202247191011,7.8,17.8,61.6822429906542,13.2,21.4,27.8,6.8,21,12.4,15.6,9.4,1.8,117,130,134,127,48,125,116,160,1116,"Arkansas","Southeastern Conference",1,6,91.3333333333333,57.5,48.3009708737864,33.1666666666667,68.6666666666667,37.2222222222222,11.1666666666667,30,71.551724137931,13.8333333333333,19.3333333333333,42.6666666666667,12.1666666666667,30.5,17.8333333333333,11,8.33333333333333,6.5,52,22,45,7,42,43,20,49
0,1101,"Abilene Chr","Southland Conference",0,9,70,59,43.921568627451,24.8888888888889,56.6666666666667,36.7231638418079,7.22222222222222,19.6666666666667,64.6408839779006,13,20.1111111111111,30.3333333333333,8.77777777777778,21.5555555555556,14.8888888888889,14.4444444444444,9.22222222222222,2.66666666666667,98,121,156,184,84,124,136,151,1358,"Sam Houston St","Southland Conference",0,12,73.5,77.75,41.9267299864315,25.75,61.4166666666667,37.123745819398,9.25,24.9166666666667,67.1052631578947,12.75,19,30.9166666666667,9.41666666666667,21.5,13.75,15.5833333333333,7,2.41666666666667,183,184,206,154,146,219,197,192
0,1101,"Abilene Chr","Southland Conference",0,17,74.5294117647059,60.4117647058824,45.3907815631263,26.6470588235294,58.7058823529412,35.3424657534247,7.58823529411765,21.4705882352941,67.0520231213873,13.6470588235294,20.3529411764706,31.5882352941176,9.58823529411765,22,17.5294117647059,13.1176470588235,9.35294117647059,3.17647058823529,105,68,135,128,103,91,110,159,1146,"Cent Arkansas","Southland Conference",0,19,68.4736842105263,83.8947368421053,42.5806451612903,24.3157894736842,57.1052631578947,34.4444444444444,6.52631578947368,18.9473684210526,70.8683473389356,13.3157894736842,18.7894736842105,33.1052631578947,8.36842105263158,24.7368421052632,12.4736842105263,18.0526315789474,4.63157894736842,2.57894736842105,347,319,317,332,324,331,327,333
1,1102,"Air Force","Mountain West Conference",0,4,55.75,62.25,42.1348314606742,18.75,44.5,35.7142857142857,7.5,21,74.1379310344828,10.75,14.5,24,2.75,21.25,11,13.75,6.5,1.5,202,281,212,190,241,241,235,195,1305,"Nevada","Mountain West Conference",0,6,69.5,69.3333333333333,42.0118343195266,23.6666666666667,56.3333333333333,37.3015873015873,7.83333333333333,21,74.7826086956522,14.3333333333333,19.1666666666667,34.8333333333333,6.66666666666667,28.1666666666667,12.3333333333333,13.5,4.83333333333333,2.66666666666667,90,122,111,69,102,119,102,76
1,1102,"Air Force","Mountain West Conference",0,10,57.7,70.2,44.6428571428571,20,44.8,34.020618556701,6.6,19.4,74,11.1,15,21.5,3.2,18.3,11.5,14.9,6.5,1.6,230,319,258,236,306,285,265,198,1461,"Wyoming","Mountain West Conference",0,10,79.8,75.8,45.7142857142857,27.2,59.5,37.5,9.6,25.6,71.8181818181818,15.8,22,31.2,7.1,24.1,13.8,9.7,6,2.6,168,255,197,126,154,173,182,174
1,1102,"Air Force","Mountain West Conference",0,21,60.0476190476191,72.2380952380952,45.4638124362895,21.2380952380952,46.7142857142857,34.7252747252747,7.52380952380952,21.6666666666667,69.8675496688742,10.047619047619,14.3809523809524,20.9047619047619,3.61904761904762,17.2857142857143,12.4761904761905,13.047619047619,6.95238095238095,2.14285714285714,284,339,289,284,321,326,296,227,1307,"New Mexico","Mountain West Conference",0,17,61,71.8235294117647,39.7761953204476,23,57.8235294117647,25.1824817518248,4.05882352941176,16.1176470588235,60.1941747572816,10.9411764705882,18.1764705882353,33.3529411764706,10.7647058823529,22.5882352941176,11.4705882352941,14,5.64705882352941,3.52941176470588,273,320,242,244,312,283,231,176
0,1102,"Air Force","Mountain West Conference",0,3,56.6666666666667,56,44.9612403100775,19.3333333333333,43,39.3939393939394,8.66666666666667,22,73.6842105263158,9.33333333333333,12.6666666666667,26,2.66666666666667,23.3333333333333,13,14.3333333333333,5.33333333333333,2,208,303,233,190,308,259,252,205,1179,"Drake","Missouri Valley Conference",0,3,78.6666666666667,63,48.9247311827957,30.3333333333333,62,40,7.33333333333333,18.3333333333333,72.7272727272727,10.6666666666667,14.6666666666667,35,9.33333333333333,25.6666666666667,17,9.66666666666667,7.33333333333333,3,129,123,130,83,94,135,120,125
0,1102,"Air Force","Mountain West Conference",0,4,55.75,62.25,42.1348314606742,18.75,44.5,35.7142857142857,7.5,21,74.1379310344828,10.75,14.5,24,2.75,21.25,11,13.75,6.5,1.5,202,281,212,190,241,241,235,195,1305,"Nevada","Mountain West Conference",0,6,69.5,69.3333333333333,42.0118343195266,23.6666666666667,56.3333333333333,37.3015873015873,7.83333333333333,21,74.7826086956522,14.3333333333333,19.1666666666667,34.8333333333333,6.66666666666667,28.1666666666667,12.3333333333333,13.5,4.83333333333333,2.66666666666667,90,122,111,69,102,119,102,76
0,1102,"Air Force","Mountain West Conference",0,6,58,64.8333333333333,43.1734317343173,19.5,45.1666666666667,35,7,20,72.7272727272727,12,16.5,23.1666666666667,3.16666666666667,20,12.3333333333333,13.8333333333333,7.5,1.33333333333333,205,289,240,192,287,256,248,203,1429,"Utah St","Mountain West Conference",0,7,75.5714285714286,67.1428571428571,43.1151241534989,27.2857142857143,63.2857142857143,31.8181818181818,6,18.8571428571429,69.5364238410596,15,21.5714285714286,40,11.2857142857143,28.7142857142857,14.5714285714286,12.8571428571429,6.14285714285714,4.57142857142857,75,112,73,108,103,85,90,78
0,1102,"Air Force","Mountain West Conference",0,6,58,64.8333333333333,43.1734317343173,19.5,45.1666666666667,35,7,20,72.7272727272727,12,16.5,23.1666666666667,3.16666666666667,20,12.3333333333333,13.8333333333333,7.5,1.33333333333333,205,289,240,192,287,256,248,203,1429,"Utah St","Mountain West Conference",0,7,75.5714285714286,67.1428571428571,43.1151241534989,27.2857142857143,63.2857142857143,31.8181818181818,6,18.8571428571429,69.5364238410596,15,21.5714285714286,40,11.2857142857143,28.7142857142857,14.5714285714286,12.8571428571429,6.14285714285714,4.57142857142857,75,112,73,108,103,85,90,78
0,1102,"Air Force","Mountain West Conference",0,8,56.125,68,43.2203389830509,19.125,44.25,33.9869281045752,6.5,19.125,72.8,11.375,15.625,22.125,3.5,18.625,11.75,15.375,7.125,1.625,207,289,238,193,289,253,244,194,1129,"Boise St","Mountain West Conference",0,8,80.875,62.125,46.8041237113402,28.375,60.625,35,7.875,22.5,75.1445086705202,16.25,21.625,36.375,9.25,27.125,16,11.375,7.75,2.375,74,64,43,26,53,73,32,70
0,1102,"Air Force","Mountain West Conference",0,8,56.125,68,43.2203389830509,19.125,44.25,33.9869281045752,6.5,19.125,72.8,11.375,15.625,22.125,3.5,18.625,11.75,15.375,7.125,1.625,207,289,238,193,289,253,244,194,1129,"Boise St","Mountain West Conference",0,8,80.875,62.125,46.8041237113402,28.375,60.625,35,7.875,22.5,75.1445086705202,16.25,21.625,36.375,9.25,27.125,16,11.375,7.75,2.375,74,64,43,26,53,73,32,70
0,1102,"Air Force","Mountain West Conference",0,10,57.7,70.2,44.6428571428571,20,44.8,34.020618556701,6.6,19.4,74,11.1,15,21.5,3.2,18.3,11.5,14.9,6.5,1.6,230,319,258,236,306,285,265,198,1461,"Wyoming","Mountain West Conference",0,10,79.8,75.8,45.7142857142857,27.2,59.5,37.5,9.6,25.6,71.8181818181818,15.8,22,31.2,7.1,24.1,13.8,9.7,6,2.6,168,255,197,126,154,173,182,174
0,1102,"Air Force","Mountain West Conference",0,12,58.9166666666667,70.6666666666667,45.8866544789762,20.9166666666667,45.5833333333333,33.1858407079646,6.25,18.8333333333333,71.4285714285714,10.8333333333333,15.1666666666667,21.9166666666667,3.41666666666667,18.5,11.9166666666667,13.9166666666667,6.75,1.83333333333333,251,298,253,211,301,283,239,195,1361,"San Diego St","Mountain West Conference",0,12,67.8333333333333,62.3333333333333,42.9447852760736,23.3333333333333,54.3333333333333,36.231884057971,8.33333333333333,23,70.6422018348624,12.8333333333333,18.1666666666667,30.0833333333333,7.16666666666667,22.9166666666667,12.8333333333333,12,7.58333333333333,3.41666666666667,29,35,31,50,33,37,22,14
0,1102,"Air Force","Mountain West Conference",0,12,58.9166666666667,70.6666666666667,45.8866544789762,20.9166666666667,45.5833333333333,33.1858407079646,6.25,18.8333333333333,71.4285714285714,10.8333333333333,15.1666666666667,21.9166666666667,3.41666666666667,18.5,11.9166666666667,13.9166666666667,6.75,1.83333333333333,251,298,253,211,301,283,239,195,1361,"San Diego St","Mountain West Conference",0,12,67.8333333333333,62.3333333333333,42.9447852760736,23.3333333333333,54.3333333333333,36.231884057971,8.33333333333333,23,70.6422018348624,12.8333333333333,18.1666666666667,30.0833333333333,7.16666666666667,22.9166666666667,12.8333333333333,12,7.58333333333333,3.41666666666667,29,35,31,50,33,37,22,14
0,1102,"Air Force","Mountain West Conference",0,14,59.0714285714286,74.0714285714286,46.5189873417722,21,45.1428571428571,34.3283582089552,6.57142857142857,19.1428571428571,69.6682464454976,10.5,15.0714285714286,21.0714285714286,3.21428571428571,17.8571428571429,12.2857142857143,14.3571428571429,6.85714285714286,1.78571428571429,206,294,233,196,288,271,226,175,1363,"San Jose St","Mountain West Conference",0,12,63.9166666666667,85.75,37.3113854595336,22.6666666666667,60.75,29.9270072992701,6.83333333333333,22.8333333333333,64.3835616438356,11.75,18.25,30.4166666666667,7.66666666666667,22.75,8.33333333333333,12.8333333333333,5.25,3,345,352,336,343,346,326,337,302
0,1102,"Air Force","Mountain West Conference",0,14,59.0714285714286,74.0714285714286,46.5189873417722,21,45.1428571428571,34.3283582089552,6.57142857142857,19.1428571428571,69.6682464454976,10.5,15.0714285714286,21.0714285714286,3.21428571428571,17.8571428571429,12.2857142857143,14.3571428571429,6.85714285714286,1.78571428571429,206,294,233,196,288,271,226,175,1363,"San Jose St","Mountain West Conference",0,12,63.9166666666667,85.75,37.3113854595336,22.6666666666667,60.75,29.9270072992701,6.83333333333333,22.8333333333333,64.3835616438356,11.75,18.25,30.4166666666667,7.66666666666667,22.75,8.33333333333333,12.8333333333333,5.25,3,345,352,336,343,346,326,337,302
0,1102,"Air Force","Mountain West Conference",0,16,59.1875,73.1875,45.6492637215529,21.3125,46.6875,33.2335329341317,6.9375,20.875,68.4444444444444,9.625,14.0625,21.6875,3.5,18.1875,12.25,13.625,6.75,2,226,343,276,238,308,312,281,191,1424,"UNLV","Mountain West Conference",0,13,67.6923076923077,72.8461538461538,41.6230366492147,24.4615384615385,58.7692307692308,34.4444444444444,9.53846153846154,27.6923076923077,73.1707317073171,9.23076923076923,12.6153846153846,31.4615384615385,8,23.4615384615385,12.6153846153846,12.9230769230769,7.07692307692308,2.30769230769231,162,130,112,100,131,128,115,123
0,1102,"Air Force","Mountain West Conference",0,16,59.1875,73.1875,45.6492637215529,21.3125,46.6875,33.2335329341317,6.9375,20.875,68.4444444444444,9.625,14.0625,21.6875,3.5,18.1875,12.25,13.625,6.75,2,226,343,276,238,308,312,281,191,1424,"UNLV","Mountain West Conference",0,13,67.6923076923077,72.8461538461538,41.6230366492147,24.4615384615385,58.7692307692308,34.4444444444444,9.53846153846154,27.6923076923077,73.1707317073171,9.23076923076923,12.6153846153846,31.4615384615385,8,23.4615384615385,12.6153846153846,12.9230769230769,7.07692307692308,2.30769230769231,162,130,112,100,131,128,115,123
0,1102,"Air Force","Mountain West Conference",0,18,59.3888888888889,72.6666666666667,45.7788347205707,21.3888888888889,46.7222222222222,34.8837209302326,7.5,21.5,68.0497925311203,9.11111111111111,13.3888888888889,21.2777777777778,3.44444444444444,17.8333333333333,12.6111111111111,13.2222222222222,6.44444444444444,2,265,347,285,273,333,327,298,204,1201,"Fresno St","Mountain West Conference",0,12,65.0833333333333,69.5833333333333,41.9062027231467,23.0833333333333,55.0833333333333,28.996282527881,6.5,22.4166666666667,62.8691983122363,12.4166666666667,19.75,32.9166666666667,9.91666666666667,23,10.25,14.5,7,3,177,241,190,181,244,183,186,170
0,1102,"Air Force","Mountain West Conference",0,18,59.3888888888889,72.6666666666667,45.7788347205707,21.3888888888889,46.7222222222222,34.8837209302326,7.5,21.5,68.0497925311203,9.11111111111111,13.3888888888889,21.2777777777778,3.44444444444444,17.8333333333333,12.6111111111111,13.2222222222222,6.44444444444444,2,265,347,285,273,333,327,298,204,1201,"Fresno St","Mountain West Conference",0,12,65.0833333333333,69.5833333333333,41.9062027231467,23.0833333333333,55.0833333333333,28.996282527881,6.5,22.4166666666667,62.8691983122363,12.4166666666667,19.75,32.9166666666667,9.91666666666667,23,10.25,14.5,7,3,177,241,190,181,244,183,186,170
0,1102,"Air Force","Mountain West Conference",0,20,59.8,72.2,45.6310679611651,21.15,46.35,35.2668213457077,7.6,21.55,69.9646643109541,9.9,14.15,21,3.5,17.5,12.4,13.15,6.7,2.15,272,345,290,274,327,325,287,213,1307,"New Mexico","Mountain West Conference",0,14,58.7857142857143,71,37.6988984088127,22,58.3571428571429,24.0506329113924,4.07142857142857,16.9285714285714,61.7283950617284,10.7142857142857,17.3571428571429,33.2857142857143,11.4285714285714,21.8571428571429,10.5,13.7142857142857,5.42857142857143,3.5,277,322,242,248,318,279,227,181
0,1102,"Air Force","Mountain West Conference",0,21,60.0476190476191,72.2380952380952,45.4638124362895,21.2380952380952,46.7142857142857,34.7252747252747,7.52380952380952,21.6666666666667,69.8675496688742,10.047619047619,14.3809523809524,20.9047619047619,3.61904761904762,17.2857142857143,12.4761904761905,13.047619047619,6.95238095238095,2.14285714285714,284,339,289,284,321,326,296,227,1161,"Colorado St","Mountain West Conference",0,17,74.4117647058823,65.8235294117647,47.8688524590164,25.7647058823529,53.8235294117647,38.2566585956416,9.29411764705882,24.2941176470588,77.5167785234899,13.5882352941176,17.5294117647059,31.7058823529412,5.47058823529412,26.2352941176471,14.6470588235294,13.8823529411765,5.76470588235294,2.35294117647059,66,99,75,54,79,68,65,65
0,1102,"Air Force","Mountain West Conference",0,21,60.0476190476191,72.2380952380952,45.4638124362895,21.2380952380952,46.7142857142857,34.7252747252747,7.52380952380952,21.6666666666667,69.8675496688742,10.047619047619,14.3809523809524,20.9047619047619,3.61904761904762,17.2857142857143,12.4761904761905,13.047619047619,6.95238095238095,2.14285714285714,284,339,289,284,321,326,296,227,1161,"Colorado St","Mountain West Conference",0,17,74.4117647058823,65.8235294117647,47.8688524590164,25.7647058823529,53.8235294117647,38.2566585956416,9.29411764705882,24.2941176470588,77.5167785234899,13.5882352941176,17.5294117647059,31.7058823529412,5.47058823529412,26.2352941176471,14.6470588235294,13.8823529411765,5.76470588235294,2.35294117647059,66,99,75,54,79,68,65,65
0,1102,"Air Force","Mountain West Conference",0,24,59,71.5833333333333,44.6827524575514,20.8333333333333,46.625,33.7917485265226,7.16666666666667,21.2083333333333,69.5156695156695,10.1666666666667,14.625,21.0833333333333,3.70833333333333,17.375,12.25,13.1666666666667,7,2.29166666666667,290,334,286,281,325,326,303,227,1424,"UNLV","Mountain West Conference",0,23,67.304347826087,70.304347826087,43.4913468773514,25.1304347826087,57.7826086956522,34.2960288808664,8.26086956521739,24.0869565217391,70.8771929824561,8.78260869565217,12.3913043478261,31.4347826086957,8.43478260869565,23,12.2173913043478,12.5217391304348,6.30434782608696,2.60869565217391,155,170,123,129,191,171,140,129
1,1103,"Akron","Mid-American Conference",0,1,74,81,40,24,60,18.75,6,32,95.2380952380952,20,21,33,8,25,10,17,7,1,82,135,143,105,278,143,98,78,1325,"Ohio","Mid-American Conference",0,5,82.2,67.4,49.8281786941581,29,58.2,38.9380530973451,8.8,22.6,64.1666666666667,15.4,24,34,9.8,24.2,17,14,7.2,2.4,172,87,85,87,52,103,101,160
1,1103,"Akron","Mid-American Conference",0,2,82,75.5,51.304347826087,29.5,57.5,35.0877192982456,10,28.5,86.6666666666667,13,15,33.5,7,26.5,14,15.5,4.5,2,99,126,146,124,278,147,143,101,1245,"Kent","Mid-American Conference",0,3,78.6666666666667,70,47.8947368421053,30.3333333333333,63.3333333333333,39.0243902439024,10.6666666666667,27.3333333333333,81.4814814814815,7.33333333333333,9,34,8.66666666666667,25.3333333333333,17.6666666666667,14.3333333333333,7.66666666666667,2.66666666666667,141,134,130,88,138,146,98,163
