TeamID,TeamName,Description,PowerFive,Wins,Loss, PF , PA , FGPct ,FGM,FGA, FG3Pct ,FGM3,FGA3, FTPct ,FTM,FTA, Reb , OReb , DReb , Ast , TO , Stl , Blk ,NET,POM,TRP
1112,Arizona,Pacific-12 Conference,1,17,9, 75.42 , 68.58 , 44.71 ,667,1492, 37.18 ,174,468, 72.71 ,453,623, 35.31 , 10.19 , 25.12 , 15.50 , 11.46 , 5.85 , 4.00 ,44,43,41
1417,UCLA,Pacific-12 Conference,1,17,9, 72.85 , 68.50 , 46.20 ,686,1485, 36.73 ,173,471, 72.11 ,349,484, 32.96 , 8.77 , 24.19 , 13.62 , 10.88 , 5.08 , 2.65 ,46,44,38
1433,VCU,Atlantic 10 Conference,0,19,7, 71.69 , 65.15 , 45.14 ,659,1460, 32.94 ,168,510, 76.06 ,378,497, 31.42 , 8.04 , 23.38 , 13.35 , 14.12 , 9.23 , 5.38 ,37,45,55
1231,Indiana,Big Ten Conference,1,12,15, 69.70 , 69.37 , 43.31 ,654,1510, 32.38 ,158,488, 66.45 ,416,626, 31.63 , 7.85 , 23.78 , 13.93 , 11.26 , 5.74 , 3.74 ,63,46,40
1387,St Louis,Atlantic 10 Conference,0,14,6, 75.35 , 65.00 , 46.39 ,559,1205, 35.22 ,131,372, 70.30 ,258,367, 35.85 , 10.85 , 25.00 , 17.65 , 11.80 , 7.05 , 3.15 ,43,47,49
1279,Mississippi,Southeastern Conference,1,16,11, 69.11 , 63.41 , 44.26 ,678,1532, 29.94 ,141,471, 70.02 ,369,527, 32.15 , 10.07 , 22.07 , 12.26 , 13.26 , 7.67 , 3.85 ,53,48,52
1246,Kentucky,Southeastern Conference,1,9,16, 70.44 , 70.16 , 41.67 ,615,1476, 33.68 ,160,475, 72.89 ,371,509, 35.16 , 10.68 , 24.48 , 12.48 , 13.44 , 6.28 , 5.92 ,60,49,47
1439,Virginia Tech,Atlantic Coast Conference,1,15,6, 72.14 , 65.52 , 45.14 ,534,1183, 35.67 ,173,485, 69.72 ,274,393, 32.38 , 7.86 , 24.52 , 14.38 , 11.05 , 4.76 , 3.95 ,48,50,43
1281,Missouri,Southeastern Conference,1,16,9, 73.64 , 71.92 , 44.89 ,646,1439, 32.04 ,173,540, 69.76 ,376,539, 32.72 , 8.68 , 24.04 , 13.20 , 13.12 , 6.72 , 3.52 ,47,51,51
1371,Seton Hall,Big East Conference,0,14,13, 71.26 , 69.67 , 44.13 ,673,1525, 32.09 ,180,561, 73.16 ,398,544, 32.15 , 8.93 , 23.22 , 12.85 , 12.56 , 6.30 , 4.37 ,57,52,50
1179,Drake,Missouri Valley Conference,0,23,4, 76.22 , 65.04 , 48.80 ,791,1621, 36.61 ,186,508, 71.08 ,290,408, 32.81 , 8.78 , 24.04 , 13.26 , 9.44 , 6.85 , 2.78 ,45,53,75
1257,Louisville,Atlantic Coast Conference,1,13,7, 67.95 , 66.50 , 43.11 ,494,1146, 30.84 ,107,347, 71.74 ,264,368, 36.55 , 10.45 , 26.10 , 11.05 , 11.00 , 4.80 , 1.85 ,56,54,46
1207,Georgetown,Big East Conference,0,13,12, 71.36 , 70.68 , 42.45 ,621,1463, 36.62 ,208,568, 75.40 ,334,443, 36.56 , 9.80 , 26.76 , 12.84 , 15.04 , 5.92 , 3.88 ,64,55,61
1277,Michigan St,Big Ten Conference,1,15,12, 69.04 , 70.56 , 42.44 ,668,1574, 32.03 ,172,537, 72.06 ,356,494, 35.22 , 9.67 , 25.56 , 15.85 , 12.48 , 4.56 , 4.67 ,70,56,53
1172,Davidson,Atlantic 10 Conference,0,12,8, 70.85 , 64.25 , 46.76 ,512,1095, 36.04 ,191,530, 68.01 ,202,297, 31.90 , 7.85 , 24.05 , 14.75 , 10.55 , 5.10 , 2.65 ,58,57,60
1278,Minnesota,Big Ten Conference,1,14,15, 72.52 , 73.21 , 39.24 ,704,1794, 28.36 ,207,730, 74.05 ,488,659, 33.17 , 9.48 , 23.69 , 13.76 , 10.69 , 6.31 , 4.62 ,77,58,58
1374,SMU,American Athletic Conference,0,11,5, 74.06 , 67.06 , 45.07 ,425,943, 33.90 ,120,354, 72.88 ,215,295, 33.88 , 9.06 , 24.81 , 15.06 , 13.56 , 6.19 , 4.50 ,65,59,56
1129,Boise St,Mountain West Conference,0,17,8, 75.80 , 67.04 , 45.54 ,663,1456, 34.41 ,192,558, 75.25 ,377,501, 32.72 , 8.08 , 24.64 , 13.52 , 11.48 , 6.52 , 2.88 ,50,60,57
1462,Xavier,Big East Conference,0,13,8, 74.81 , 70.19 , 45.84 ,589,1285, 32.53 ,162,498, 69.37 ,231,333, 34.95 , 8.29 , 26.67 , 17.57 , 11.00 , 6.90 , 4.05 ,61,61,54
1405,Toledo,Mid-American Conference,0,21,8, 81.62 , 72.52 , 45.83 ,829,1809, 37.70 ,308,817, 77.86 ,401,515, 33.72 , 8.69 , 25.03 , 15.93 , 10.76 , 6.07 , 2.45 ,67,62,81
1161,Colorado St,Mountain West Conference,0,17,6, 74.00 , 64.96 , 46.95 ,585,1246, 35.99 ,199,553, 78.91 ,333,422, 32.39 , 6.61 , 25.78 , 14.35 , 13.26 , 5.39 , 2.52 ,51,63,70
1120,Auburn,Southeastern Conference,1,13,14, 77.19 , 76.44 , 43.67 ,711,1628, 32.62 ,245,751, 70.80 ,417,589, 35.59 , 10.96 , 24.63 , 14.81 , 15.52 , 6.22 , 6.04 ,66,64,64
1350,Richmond,Atlantic 10 Conference,0,12,8, 74.20 , 70.20 , 46.96 ,541,1152, 34.31 ,140,408, 73.80 ,262,355, 28.00 , 5.50 , 22.50 , 14.45 , 10.20 , 8.60 , 2.15 ,68,65,65
1460,Wright St,Horizon League,0,18,6, 81.96 , 67.42 , 48.27 ,710,1471, 36.98 ,179,484, 72.44 ,368,508, 39.96 , 11.04 , 28.92 , 15.38 , 12.96 , 5.88 , 3.63 ,71,66,74
1385,St John's,Big East Conference,0,16,11, 78.96 , 76.74 , 44.67 ,779,1744, 34.48 ,200,580, 74.95 ,374,499, 32.44 , 9.30 , 23.15 , 16.30 , 12.59 , 9.07 , 3.89 ,69,67,62
1138,Buffalo,Mid-American Conference,0,15,8, 81.74 , 73.22 , 45.80 ,703,1535, 33.96 ,162,477, 66.95 ,312,466, 41.00 , 13.57 , 27.43 , 15.70 , 13.48 , 7.96 , 4.17 ,79,68,83
1364,UC Santa Barbara,Big West Conference,0,20,4, 73.92 , 63.58 , 47.11 ,628,1333, 34.81 ,157,451, 76.32 ,361,473, 30.83 , 7.67 , 23.17 , 15.21 , 10.67 , 7.46 , 2.63 ,54,69,90
1321,Northwestern,Big Ten Conference,1,8,15, 68.96 , 71.00 , 43.25 ,573,1325, 34.64 ,186,537, 71.55 ,254,355, 30.04 , 5.61 , 24.43 , 14.43 , 11.43 , 6.22 , 2.52 ,92,70,69
1317,North Texas,Conference USA,0,16,9, 68.20 , 60.56 , 47.07 ,627,1332, 37.30 ,185,496, 73.48 ,266,362, 30.60 , 7.28 , 23.32 , 13.04 , 12.56 , 6.84 , 3.00 ,59,71,77
1428,Utah,Pacific-12 Conference,1,12,13, 72.12 , 69.80 , 46.92 ,656,1398, 35.54 ,172,484, 79.16 ,319,403, 28.36 , 5.92 , 22.44 , 15.12 , 11.96 , 5.44 , 3.40 ,89,72,66
1301,NC State,Atlantic Coast Conference,1,13,10, 73.22 , 70.26 , 46.84 ,616,1315, 36.64 ,155,423, 70.38 ,297,422, 29.39 , 8.35 , 21.04 , 12.87 , 12.43 , 8.30 , 4.48 ,73,73,59
1455,Wichita St,American Athletic Conference,0,14,5, 71.89 , 69.26 , 40.50 ,454,1121, 34.49 ,159,461, 69.86 ,299,428, 32.47 , 9.00 , 23.47 , 12.84 , 10.58 , 5.74 , 3.42 ,72,74,80
1388,St Mary's CA,West Coast Conference,0,14,9, 64.13 , 62.35 , 42.06 ,538,1279, 29.25 ,141,482, 72.88 ,258,354, 32.30 , 7.57 , 24.74 , 10.48 , 10.61 , 6.17 , 3.13 ,62,75,82
1344,Providence,Big East Conference,0,13,13, 69.85 , 69.73 , 42.97 ,657,1529, 31.97 ,164,513, 69.98 ,338,483, 32.88 , 9.15 , 23.73 , 13.46 , 11.19 , 5.65 , 3.00 ,85,76,63
1280,Mississippi St,Southeastern Conference,1,15,14, 68.86 , 66.62 , 45.05 ,747,1658, 33.48 ,151,451, 64.59 ,352,545, 36.00 , 10.93 , 25.07 , 12.93 , 14.31 , 6.28 , 4.66 ,82,77,73
1325,Ohio,Mid-American Conference,0,15,7, 80.36 , 73.32 , 48.69 ,650,1335, 36.56 ,189,517, 70.63 ,279,395, 31.68 , 8.50 , 23.18 , 17.64 , 11.55 , 6.64 , 2.00 ,87,78,101
1173,Dayton,Atlantic 10 Conference,0,14,9, 70.17 , 67.65 , 47.65 ,567,1190, 37.37 ,185,495, 71.95 ,295,410, 30.65 , 5.83 , 24.83 , 13.74 , 13.57 , 4.43 , 1.96 ,80,79,78
1266,Marquette,Big East Conference,0,13,14, 69.74 , 69.81 , 44.54 ,661,1484, 32.25 ,179,555, 73.46 ,382,520, 33.37 , 8.11 , 25.26 , 12.33 , 13.52 , 5.07 , 3.70 ,95,80,67
1323,Notre Dame,Atlantic Coast Conference,1,11,15, 72.69 , 74.35 , 45.91 ,679,1479, 36.76 ,236,642, 77.28 ,296,383, 31.69 , 6.50 , 25.19 , 14.88 , 10.15 , 4.23 , 3.92 ,93,81,72
1256,Louisiana Tech,Conference USA,0,20,7, 72.59 , 64.59 , 44.17 ,690,1562, 34.62 ,198,572, 69.33 ,382,551, 35.78 , 8.30 , 27.48 , 12.22 , 12.48 , 6.41 , 2.59 ,76,82,84
1390,Stanford,Pacific-12 Conference,1,14,13, 69.74 , 69.59 , 46.41 ,678,1461, 32.15 ,145,451, 71.67 ,382,533, 30.70 , 6.52 , 24.19 , 12.30 , 14.15 , 7.07 , 3.41 ,78,83,68
1159,Colgate,Patriot League,0,14,1, 86.33 , 68.60 , 49.95 ,472,945, 40.24 ,136,338, 73.13 ,215,294, 37.13 , 8.53 , 28.60 , 17.13 , 9.73 , 7.20 , 3.40 ,9,84,71
1333,Oregon St,Pacific-12 Conference,1,16,12, 69.11 , 69.25 , 42.55 ,668,1570, 34.65 ,193,557, 76.03 ,406,534, 30.75 , 9.21 , 21.54 , 14.18 , 11.00 , 5.82 , 3.18 ,91,85,79
1101,Abilene Chr,Southland Conference,0,19,4, 76.30 , 61.74 , 46.02 ,625,1358, 37.70 ,187,496, 68.83 ,318,462, 32.43 , 9.61 , 22.83 , 18.17 , 13.43 , 9.35 , 3.00 ,74,86,93
1305,Nevada,Mountain West Conference,0,15,10, 73.20 , 69.92 , 44.29 ,613,1384, 35.48 ,193,544, 76.25 ,411,539, 32.12 , 6.72 , 25.40 , 14.00 , 12.56 , 5.56 , 2.84 ,96,87,94
1283,Missouri St,Missouri Valley Conference,0,15,7, 72.50 , 67.32 , 47.41 ,576,1215, 34.97 ,164,469, 75.00 ,279,372, 33.82 , 6.55 , 27.27 , 13.27 , 12.05 , 4.50 , 3.00 ,97,88,111
1338,Pittsburgh,Atlantic Coast Conference,1,10,12, 71.18 , 70.14 , 43.18 ,554,1283, 33.80 ,144,426, 66.38 ,314,473, 34.82 , 10.82 , 24.00 , 14.59 , 12.09 , 6.05 , 3.77 ,100,89,76
1267,Marshall,Conference USA,0,15,7, 79.91 , 72.55 , 47.47 ,656,1382, 35.98 ,204,567, 72.46 ,242,334, 32.59 , 7.18 , 25.41 , 15.86 , 11.41 , 7.82 , 5.18 ,88,90,85
1457,Winthrop,Big South Conference,0,23,1, 79.54 , 66.79 , 46.07 ,674,1463, 35.30 ,203,575, 68.58 ,358,522, 37.67 , 11.21 , 26.46 , 15.04 , 13.67 , 7.75 , 2.38 ,55,91,96
1202,Furman,Southern Conference,0,13,9, 78.18 , 70.50 , 48.27 ,629,1303, 34.82 ,219,629, 72.32 ,243,336, 31.32 , 7.55 , 23.77 , 16.14 , 12.14 , 7.86 , 3.36 ,75,92,87
1208,Georgia,Southeastern Conference,1,13,12, 77.20 , 78.60 , 45.53 ,703,1544, 32.32 ,160,495, 68.68 ,364,530, 33.00 , 10.16 , 22.84 , 14.84 , 15.60 , 8.56 , 2.48 ,98,93,92
1443,WKU,Conference USA,0,20,7, 73.11 , 67.89 , 45.30 ,685,1512, 34.48 ,171,496, 79.01 ,433,548, 34.93 , 8.81 , 26.11 , 13.30 , 13.96 , 6.59 , 4.48 ,81,94,88
1304,Nebraska,Big Ten Conference,1,6,20, 68.42 , 74.62 , 41.18 ,630,1530, 33.18 ,216,651, 63.92 ,303,474, 32.77 , 7.15 , 25.62 , 13.23 , 14.00 , 7.12 , 3.12 ,126,95,108
1435,Vanderbilt,Southeastern Conference,1,9,16, 71.76 , 72.36 , 43.01 ,609,1416, 34.93 ,233,667, 73.61 ,343,466, 31.16 , 8.48 , 22.68 , 12.72 , 13.32 , 7.00 , 2.60 ,102,96,97
1251,Liberty,Atlantic Sun Conference,0,19,5, 73.21 , 62.21 , 48.24 ,629,1304, 38.77 ,240,619, 77.78 ,259,333, 30.00 , 5.83 , 24.17 , 15.04 , 9.67 , 3.96 , 2.38 ,86,97,109
1412,UAB,Conference USA,0,20,7, 70.33 , 60.70 , 44.31 ,712,1607, 31.08 ,138,444, 70.21 ,337,480, 32.70 , 9.00 , 23.70 , 10.56 , 10.00 , 7.78 , 4.04 ,83,98,89
1103,Akron,Mid-American Conference,0,13,8, 76.57 , 72.76 , 43.76 ,558,1275, 33.39 ,197,590, 75.45 ,295,391, 34.24 , 9.00 , 25.24 , 12.81 , 11.62 , 4.71 , 3.76 ,106,99,120
1422,UNC Greensboro,Southern Conference,0,21,8, 73.62 , 67.45 , 42.40 ,803,1894, 30.03 ,221,736, 68.29 ,308,451, 36.38 , 11.38 , 25.00 , 12.21 , 10.59 , 7.45 , 3.72 ,84,100,102
1362,San Francisco,West Coast Conference,0,11,14, 71.44 , 69.28 , 42.73 ,647,1514, 34.08 ,259,760, 71.91 ,233,324, 30.20 , 7.28 , 22.92 , 11.80 , 11.16 , 7.08 , 3.24 ,105,101,99
1258,Loy Marymount,West Coast Conference,0,13,9, 69.50 , 68.00 , 45.77 ,525,1147, 33.75 ,135,400, 72.57 ,344,474, 32.18 , 8.73 , 23.45 , 12.73 , 15.05 , 4.68 , 2.64 ,99,102,117
1416,UCF,American Athletic Conference,0,11,12, 67.22 , 69.43 , 42.95 ,542,1262, 35.50 ,180,507, 72.87 ,282,387, 29.48 , 7.87 , 21.61 , 12.39 , 13.57 , 6.83 , 3.43 ,103,103,103
1125,Belmont,Ohio Valley Conference,0,25,4, 81.59 , 69.41 , 48.87 ,868,1776, 34.70 ,263,758, 73.99 ,367,496, 33.62 , 7.90 , 25.72 , 18.28 , 11.55 , 7.79 , 2.79 ,90,104,98
1348,Rhode Island,Atlantic 10 Conference,0,10,15, 71.44 , 71.08 , 44.22 ,635,1436, 31.22 ,143,458, 66.85 ,373,558, 35.24 , 9.08 , 26.16 , 12.12 , 13.76 , 6.52 , 4.56 ,108,105,91
1245,Kent,Mid-American Conference,0,14,8, 76.09 , 72.45 , 44.20 ,598,1353, 33.46 ,180,538, 78.42 ,298,380, 35.64 , 10.91 , 24.73 , 14.32 , 13.45 , 6.50 , 3.14 ,112,106,124
1450,Washington St,Pacific-12 Conference,1,14,13, 68.63 , 67.44 , 41.13 ,633,1539, 34.10 ,208,610, 70.97 ,379,534, 34.78 , 9.52 , 25.26 , 12.15 , 14.41 , 6.19 , 3.52 ,101,107,100
1213,Grand Canyon,Western Athletic Conference,0,14,6, 71.25 , 61.65 , 47.13 ,517,1097, 32.24 ,128,397, 69.21 ,263,380, 35.60 , 8.60 , 27.00 , 14.15 , 12.90 , 4.00 , 2.65 ,107,108,112
1414,UC Irvine,Big West Conference,0,16,9, 68.44 , 64.12 , 43.32 ,635,1466, 32.87 ,118,359, 75.64 ,323,427, 34.68 , 8.84 , 25.84 , 10.96 , 12.64 , 6.92 , 3.92 ,104,109,123
1186,E Washington,Big Sky Conference,0,15,7, 77.95 , 70.05 , 46.95 ,608,1295, 35.87 ,184,513, 79.95 ,315,394, 32.55 , 6.55 , 26.00 , 14.95 , 11.73 , 4.86 , 2.73 ,114,110,106
1415,UC Riverside,Big West Conference,0,14,8, 70.18 , 63.64 , 44.65 ,572,1281, 36.95 ,201,544, 70.57 ,199,282, 34.05 , 7.41 , 26.64 , 13.91 , 11.23 , 5.32 , 2.32 ,109,111,128
1337,Pepperdine,West Coast Conference,0,10,12, 74.77 , 76.23 , 44.40 ,579,1304, 32.51 ,158,486, 77.23 ,329,426, 31.91 , 6.95 , 24.95 , 15.18 , 12.95 , 6.18 , 2.68 ,110,112,121
1113,Arizona St,Pacific-12 Conference,1,11,14, 74.32 , 77.08 , 43.30 ,656,1515, 33.33 ,179,537, 72.82 ,367,504, 28.48 , 6.60 , 21.88 , 13.08 , 10.76 , 7.28 , 3.28 ,118,113,86
1269,Massachusetts,Atlantic 10 Conference,0,8,7, 76.73 , 73.00 , 42.83 ,394,920, 32.59 ,132,405, 73.33 ,231,315, 32.13 , 7.87 , 24.27 , 14.93 , 11.87 , 7.33 , 4.07 ,113,114,110
1139,Butler,Big East Conference,0,10,15, 63.52 , 68.68 , 41.06 ,572,1393, 32.31 ,179,554, 64.63 ,265,410, 29.00 , 7.64 , 21.36 , 12.32 , 10.64 , 5.56 , 2.04 ,122,115,95
